run_dir,best_model_checkpoint,best_metric,global_step
/content/drive/MyDrive/Thesis/models/phase4_alpha_focal_control_runs/phase4_alpha_focal_gamma2_alpha_sqrt_inverse_frequency_seed42_20260702_090920/checkpoints/checkpoint-2270,/content/drive/MyDrive/Thesis/models/phase4_alpha_focal_control_runs/phase4_alpha_focal_gamma2_alpha_sqrt_inverse_frequency_seed42_20260702_090920/checkpoints/checkpoint-2270,0.6205709918449239,2270
/content/drive/MyDrive/Thesis/models/phase4_alpha_focal_control_runs/phase4_alpha_focal_gamma2_alpha_sqrt_inverse_frequency_seed42_20260702_090920/checkpoints/checkpoint-3405,/content/drive/MyDrive/Thesis/models/phase4_alpha_focal_control_runs/phase4_alpha_focal_gamma2_alpha_sqrt_inverse_frequency_seed42_20260702_090920/checkpoints/checkpoint-2270,0.6205709918449239,3405
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed0_20260702_102801/checkpoints/checkpoint-2270,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed0_20260702_102801/checkpoints/checkpoint-2270,0.6347780960567916,2270
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed0_20260702_102801/checkpoints/checkpoint-3405,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed0_20260702_102801/checkpoints/checkpoint-2270,0.6347780960567916,3405
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed1_20260702_103519/checkpoints/checkpoint-2270,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed1_20260702_103519/checkpoints/checkpoint-2270,0.6237714580689705,2270
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed1_20260702_103519/checkpoints/checkpoint-3405,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed1_20260702_103519/checkpoints/checkpoint-3405,0.6318408017780001,3405
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed42_20260702_102043/checkpoints/checkpoint-2270,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed42_20260702_102043/checkpoints/checkpoint-2270,0.6338291507778412,2270
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed42_20260702_102043/checkpoints/checkpoint-3405,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power025_cap3_seed42_20260702_102043/checkpoints/checkpoint-2270,0.6338291507778412,3405
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power050_cap3_seed0_20260702_105009/checkpoints/checkpoint-2270,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power050_cap3_seed0_20260702_105009/checkpoints/checkpoint-2270,0.620216140218534,2270
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power050_cap3_seed0_20260702_105009/checkpoints/checkpoint-3405,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_calibrated_power050_cap3_seed0_20260702_105009/checkpoints/checkpoint-3405,0.6220302702568808,3405
